ASX Code,Security Group Code,Issuer Full Name,Product Description,Last Price($),Business Date,Year,Company Name,Sub-Industry,Splits,Dividends
MICH,EQY,MAGELLAN INFRASTRUCTURE FUND (CURRENCY HEDGED)(MANAGED FUND),TMF UNITS           ,2.76,20180629,2018,Magellan Infrastructure Fund (Currency Hedged)(Managed Fund) ETF,,1.0,0.0
MIG,EQY,MIGME LIMITED                                               ,ORDINARY            ,0.044,20170202,2018,,,1.0,0.0
MIH,EQY,MNC MEDIA INVESTMENT LTD                                    ,CDI US PROHIBITED   ,3.6,20140926,2018,,,1.0,0.0
MIL,EQY,MILLENNIUM SERVICES GROUP LIMITED                           ,ORDINARY            ,0.93,20180629,2018,Millennium Services Group Limited Ordinary,Business Support Services,1.0,0.0
MIN,EQY,MINERAL RESOURCES LIMITED                                   ,ORDINARY            ,16.01,20180629,2018,Mineral Resources Limited Ordinary,Integrated  Mining,1.0,0.36
MIR,EQY,MIRRABOOKA INVESTMENTS LIMITED                              ,ORDINARY            ,2.69,20180629,2018,Mirrabooka Investments Limited Ordinary,Investment Management & Fund Operators,1.0,0.0
MJC,EQY,MEJORITY CAPITAL LIMITED                                    ,ORDINARY            ,0.025,20180629,2018,,,1.0,0.0
MKB,EQY,MOKO SOCIAL MEDIA LIMITED                                   ,ORDINARY            ,0.003,20170117,2018,,,1.0,0.0
MKG,EQY,MAKO GOLD LIMITED                                           ,ORDINARY            ,0.22,20180629,2018,Mako Gold Limited Ordinary,Gold,1.0,0.0
MLD,EQY,MACA LIMITED                                                ,ORDINARY            ,1.2,20180629,2018,,,1.0,0.0
MLM,EQY,METALLICA MINERALS LIMITED                                  ,ORDINARY            ,0.037,20180629,2018,Metallica Minerals Limited Ordinary,Integrated  Mining,1.0,1.8399999999999999
MLS,EQY,METALS AUSTRALIA LTD                                        ,ORDINARY            ,0.005,20180629,2018,Metals Australia Ltd Ordinary,Integrated  Mining,1.0,0.0
MLT,EQY,MILTON CORPORATION LIMITED                                  ,ORDINARY            ,4.61,20180629,2018,,,1.0,0.0
MLX,EQY,METALS X LIMITED                                            ,ORDINARY            ,0.8,20180629,2018,Metals X Limited Ordinary,Integrated  Mining,1.0,0.0
MMG,EQY,MMG LIMITED                                                 ,CDI 1:10 FEXMPT HKSE,5.0,20170906,2018,,,1.0,0.0
MMI,EQY,METRO MINING LIMITED                                        ,ORDINARY            ,0.215,20180629,2018,Metro Mining Limited Ordinary,Aluminum,1.0,0.0
MMJ,EQY,MMJ PHYTOTECH LIMITED                                       ,ORDINARY            ,0.335,20180629,2018,,,1.0,0.0
MML,EQY,MEDUSA MINING LIMITED                                       ,ORDINARY            ,0.5,20180629,2018,,,1.0,0.0
MMR,EQY,MEC RESOURCES LIMITED                                       ,ORDINARY            ,0.017,20180629,2018,MEC Resources Limited Ordinary,Oil & Gas Exploration and Production,1.0,0.0
MMS,EQY,MCMILLAN SHAKESPEARE LIMITED                                ,ORDINARY            ,16.0,20180629,2018,McMillan Shakespeare Limited Ordinary,Consumer Lending,1.0,0.4
MNB,EQY,MINBOS RESOURCES LIMITED                                    ,ORDINARY            ,0.003,20180629,2018,Minbos Resources Limited Ordinary,Agricultural Chemicals,1.0,0.0
MNC,EQY,METMINCO LIMITED                                            ,ORDINARY            ,0.009,20180629,2018,,,1.0,0.0
MND,EQY,MONADELPHOUS GROUP LIMITED                                  ,ORDINARY            ,15.06,20180629,2018,Monadelphous Group Limited Ordinary,Construction & Engineering,1.0,0.0
MNF,EQY,MNF GROUP LIMITED                                           ,ORDINARY            ,5.25,20180629,2018,,,1.0,0.0
MNRS,EQY,BETASHARES GLOBAL GOLD MINERS ETF - CURRENCY HEDGED         ,ETF UNITS           ,3.63,20180629,2018,BetaShares Global Gold Miners ETF - Currency Hedged ETF,,1.0,0.0
MNS,EQY,MAGNIS RESOURCES LIMITED.                                   ,ORDINARY            ,0.38,20180629,2018,Magnis Energy Technologies Ltd Ordinary,Specialty Mining & Metals,1.0,0.0
MNW,EQY,MINT PAYMENTS LIMITED                                       ,ORDINARY            ,0.029,20180629,2018,,,1.0,0.0
MNY,EQY,MONEY3 CORPORATION LIMITED                                  ,ORDINARY            ,1.95,20180629,2018,,,1.0,0.0
MOAT,EQY,VANECK VECTORS MORNINGSTAR WIDE MOAT ETF                    ,CDI 1:1             ,59.21,20180629,2018,Vaneck Morningstar Wide Moat ETF,,1.0,0.74
MOB,EQY,MOBILICOM LIMITED                                           ,ORDINARY            ,0.071,20180629,2018,,,1.0,0.0
MOC,EQY,MORTGAGE CHOICE LIMITED                                     ,ORDINARY            ,1.415,20180629,2018,,,1.0,0.0
MOD,EQY,MOD RESOURCES LIMITED                                       ,ORDINARY            ,0.43,20180629,2018,,,1.0,0.0
MOE,EQY,MOELIS AUSTRALIA LIMITED                                    ,ORDINARY            ,6.01,20180629,2018,,,1.0,0.0
MOGL,EQY,MONTGOMERY GLOBAL EQUITIES FUND (MANAGED FUND)              ,TMF UNITS           ,3.52,20180629,2018,Montaka Global Long Only Equities Fund (Managed Fund) ETF,,1.0,0.0
MONY,EQY,UBS IQ CASH ETF                                             ,ETF UNITS           ,20.02,20180620,2018,,,1.0,0.0
MOQ,EQY, MOQ LIMITED                                                ,ORDINARY            ,0.24,20180628,2018,,,1.0,0.0
MOX,EQY,MONAX MINING LIMITED                                        ,ORDINARY            ,0.003,20180629,2018,,,1.0,0.0
MOY,EQY,MILLENNIUM MINERALS LIMITED                                 ,ORDINARY            ,0.19,20180629,2018,,,1.0,0.0
MP1,EQY,MEGAPORT LIMITED                                            ,ORDINARY            ,3.95,20180629,2018,Megaport Limited Ordinary,IT Services & Consulting,1.0,0.0
MPL,EQY,MEDIBANK PRIVATE LIMITED                                    ,ORDINARY            ,2.92,20180629,2018,Medibank Private Limited Ordinary,Life & Health Insurance,1.0,0.0
MPO,EQY,MOLOPO ENERGY LIMITED                                       ,ORDINARY            ,0.14,20170721,2018,,,1.0,0.0
MPP,EQY,METRO PERFORMANCE GLASS LIMITED                             ,ORD FOR. EXEMPT NZX ,0.855,20180625,2018,Metro Performance Glass Limited Ordinary Foreign Exempt NZX,Construction Supplies & Fixtures,1.0,0.0
MPW,EQY,MSL SOLUTIONS LIMITED                                       ,ORDINARY            ,0.195,20180629,2018,,,1.0,1.0
MPX,EQY,MUSTERA PROPERTY GROUP LIMITED                              ,ORDINARY            ,0.265,20180629,2018,Mustera Property Group Limited Ordinary,"Real Estate Rental, Devel & Operations",1.0,0.4
MQG,EQY,MACQUARIE GROUP LIMITED                                     ,ORDINARY            ,123.65,20180629,2018,Macquarie Group Limited Ordinary,Diversified Investment Services,1.0,0.0
MQGPB,EQY,MACQUARIE GROUP LIMITED                                     ,CN 6M PER Q RD T-21 ,106.95,20180629,2018,,,1.0,0.0
MQGPC,EQY,MACQUARIE GROUP LIMITED                                     ,CN 3M PER Q RD T-24 ,101.2,20180629,2018,Macquarie Group Limited Cap Note 3-Bbsw+4.00% Perp non-CUM Red T-12-24,Diversified Investment Services,1.0,0.0
MQR,EQY,MARQUEE RESOURCES LIMITED                                   ,ORDINARY            ,0.335,20180629,2018,Marquee Resources Limited Ordinary,Specialty Mining & Metals,1.0,0.0
MRC,EQY,MINERAL COMMODITIES LTD                                     ,ORDINARY            ,0.255,20180629,2018,Mineral Commodities Ltd Ordinary,Specialty Mining & Metals,1.0,0.0
MRD,EQY,MOUNT RIDLEY MINES LIMITED                                  ,ORDINARY            ,0.004,20180629,2018,Mount Ridley Mines Limited Ordinary,Integrated  Mining,1.0,0.0
MRG,EQY,MURRAY RIVER ORGANICS GROUP LIMITED                         ,ORDINARY            ,0.31,20180531,2018,,,1.0,0.0
MRL,EQY,MAYUR RESOURCES LIMITED                                     ,CDI 1:1             ,0.79,20180628,2018,Mayur Resources Limited CDI 1:1,Integrated  Mining,1.0,0.0
MRM,EQY,MMA OFFSHORE LIMITED                                        ,ORDINARY            ,0.255,20180629,2018,MMA Offshore Limited Ordinary,Oil Related Services and Equipment,1.0,0.0
MRN,EQY,MACQUARIE MEDIA LIMITED                                     ,ORDINARY            ,1.54,20180629,2018,,,1.0,0.0
MRP,EQY,MACPHERSONS RESOURCES LIMITED                               ,ORDINARY            ,0.074,20180629,2018,,,1.0,0.0
MRQ,EQY,MRG METALS LIMITED                                          ,ORDINARY            ,0.008,20180629,2018,MRG Metals Limited Ordinary,Integrated  Mining,1.0,0.0
MRR,EQY,MINREX RESOURCES LIMITED                                    ,ORDINARY            ,0.041,20180629,2018,Minrex Resources Limited Ordinary,Integrated  Mining,1.0,0.0
MRV,EQY,MORETON RESOURCES LTD                                       ,ORDINARY            ,0.009,20180629,2018,,,1.0,0.0
MSB,EQY,MESOBLAST LIMITED                                           ,ORDINARY            ,1.48,20180629,2018,Mesoblast Limited Ordinary,Biotechnology & Medical Research,1.0,2.79
MSE,EQY,METALSEARCH LIMITED                                         ,ORDINARY            ,0.012,20180629,2018,,,1.0,0.0
MSG,EQY,MCS SERVICES LIMITED                                        ,ORDINARY            ,0.015,20180629,2018,MCS Services Limited Ordinary,Business Support Services,1.0,0.0
MSI,EQY,MULTISTACK INTERNATIONAL LIMITED                            ,ORDINARY            ,0.006,20180521,2018,Multistack International Limited Ordinary,Electrical Components & Equipment,1.0,2.13
MSM,EQY,MSM CORPORATION INTERNATIONAL LTD                           ,ORDINARY            ,0.016,20180629,2018,,,1.0,2.37
MSP,EQY,MAXSEC GROUP LIMITED                                        ,ORDINARY            ,0.026,20180626,2018,,,1.0,0.0
MSR,EQY,MANAS RESOURCES LIMITED                                     ,ORDINARY            ,0.006,20180629,2018,,,1.0,0.0
MSV,EQY,MITCHELL SERVICES LIMITED                                   ,ORDINARY            ,0.039,20180629,2018,Mitchell Services Limited Ordinary,Mining Support Services & Equipment,1.0,0.0
MTB,EQY,MOUNT BURGESS MINING NL                                     ,ORDINARY            ,0.007,20180628,2018,Mount Burgess Mining NL Ordinary,Integrated  Mining,1.0,3.55
MTC,EQY,METALSTECH LIMITED                                          ,ORDINARY            ,0.096,20180629,2018,Metalstech Limited Ordinary,Gold,1.0,0.0
MTH,EQY,MITHRIL RESOURCES LIMITED                                   ,ORDINARY            ,0.014,20180629,2018,,,1.0,0.0
MTL,EQY,MANALTO LIMITED                                             ,ORDINARY            ,0.007,20170913,2018,Mantle Minerals Limited Ordinary,Specialty Mining & Metals,1.0,0.0
MTM,EQY,MARETERRAM LIMITED                                          ,ORDINARY            ,0.255,20180629,2018,MTM Critical Metals Limited Ordinary,Integrated  Mining,1.0,0.0
MTO,EQY,MOTORCYCLE HOLDINGS LIMITED                                 ,ORDINARY            ,3.3,20180629,2018,Motorcycle Holdings Limited Ordinary,"Auto Vehicles, Parts & Svc Retailers",1.0,0.0
MTS,EQY,METCASH LIMITED                                             ,ORDINARY            ,2.61,20180629,2018,Metcash Limited Ordinary,Food Retail & Distribution,1.0,0.0
MUA,EQY,MITULA GROUP LIMITED                                        ,ORDINARY FULLY PAID ,0.715,20180629,2018,,,1.0,0.0
MUS,EQY,MUSTANG RESOURCES LIMITED                                   ,ORDINARY            ,0.017,20180629,2018,,,1.0,0.0
MVA,EQY,VANECK VECTORS AUSTRALIAN PROPERTY ETF                      ,ETF UNITS           ,21.23,20180629,2018,Vaneck Australian Property ETF,,1.0,0.0
MVB,EQY,VANECK VECTORS AUSTRALIAN BANKS ETF                         ,ETF UNITS           ,27.86,20180629,2018,Vaneck Australian Banks ETF,,1.0,0.0
MVE,EQY,VANECK VECTORS S&P/ASX MIDCAP ETF                           ,ETF UNITS           ,28.35,20180629,2018,Vaneck S&P/ASX Midcap ETF,,1.0,0.0
MVF,EQY,MONASH IVF GROUP LIMITED                                    ,ORDINARY            ,1.08,20180629,2018,Monash IVF Group Limited Ordinary,Healthcare Facilities & Services,1.0,0.0
MVOL,EQY,ISHARES EDGE MSCI AUSTRALIA MINIMUM VOLATILITY ETF          ,ETF UNITS           ,28.5,20180629,2018,iShares Edge MSCI Australia Minimum Volatility ETF,,1.0,0.0
MVP,EQY,MEDICAL DEVELOPMENTS INTERNATIONAL LIMITED                  ,ORDINARY            ,5.8,20180629,2018,Medical Developments International Limited Ordinary,Pharmaceuticals,1.0,0.0
MVR,EQY,VANECK VECTORS AUSTRALIAN RESOURCES ETF                     ,ETF UNITS           ,26.9,20180629,2018,Vaneck Australian Resources ETF,,1.0,0.0
MVS,EQY,VANECK VECTORS SMALL COMPANIES MASTERS ETF                  ,ETF UNITS           ,20.96,20180629,2018,Vaneck Small Companies Masters ETF,,1.0,0.0
MVT,EQY,MERCANTILE INVESTMENT COMPANY LTD                           ,ORDINARY            ,0.175,20180629,2018,,,1.0,0.0
MVW,EQY,VANECK VECTORS AUSTRALIAN EQUAL WEIGHT ETF                  ,ETF UNITS           ,28.6,20180629,2018,Vaneck Australian Equal Weight ETF,,1.0,0.0
MWR,EQY,MGM WIRELESS LIMITED                                        ,ORDINARY            ,2.19,20180629,2018,,,1.0,0.0
MWY,EQY,MIDWAY LIMITED                                              ,ORDINARY            ,2.64,20180629,2018,Midway Limited Ordinary,Forest & Wood Products,1.0,0.0
MX1,EQY,MICRO-X LIMITED                                             ,ORDINARY            ,0.27,20180629,2018,Micro-X Limited Ordinary,Advanced Medical Equipment & Technology,1.0,0.0
MXC,EQY,MGC PHARMACEUTICALS LTD                                     ,ORDINARY            ,0.066,20180629,2018,,,1.0,0.0
MXI,EQY,MAXITRANS INDUSTRIES LIMITED                                ,ORDINARY            ,0.505,20180629,2018,Maxiparts Limited Ordinary,"Auto, Truck & Motorcycle Parts",1.0,1.5899999999999999
MXR,EQY,MAXIMUS RESOURCES LIMITED                                   ,ORDINARY            ,0.001,20180629,2018,Maximus Resources Limited Ordinary,Integrated  Mining,1.0,0.0
MXT,EQY,MCP MASTER INCOME TRUST                                     ,ORDINARY UNITS      ,2.07,20180629,2018,Metrics Master Income Trust Ordinary Units,Investment Trusts,1.0,0.0
MXUPA,EQY,MULTIPLEX SITES TRUST                                       ,TR PRE 3M PER Q RD  ,77.9,20180629,2018,,,1.0,0.0
MYE,EQY,MASTERMYNE GROUP LIMITED                                    ,ORDINARY            ,1.08,20180629,2018,Metarock Group Limited Ordinary,Coal,1.0,0.56
MYL,EQY,MYANMAR METALS LIMITED                                      ,ORDINARY            ,0.072,20180629,2018,,,1.0,0.0
MYO,EQY,MYOB GROUP LIMITED                                          ,ORDINARY            ,2.89,20180629,2018,,,1.0,0.0
MYQ,EQY,MYFIZIQ LIMITED                                             ,ORDINARY            ,0.375,20180629,2018,,,1.0,0.0
MYR,EQY,MYER HOLDINGS LIMITED                                       ,ORDINARY            ,0.37,20180629,2018,Myer Holdings Limited Ordinary,Department Stores,1.0,0.0
MYS,EQY,MYSTATE LIMITED                                             ,ORDINARY            ,5.01,20180629,2018,Mystate Limited Ordinary,Banks,1.0,0.0
MYX,EQY,MAYNE PHARMA GROUP LIMITED                                  ,ORDINARY            ,0.87,20180629,2018,Mayne Pharma Group Limited Ordinary,Pharmaceuticals,1.0,0.0
MZI,EQY,MZI RESOURCES LTD                                           ,ORDINARY            ,0.076,20180629,2018,,,1.0,0.0
