ASX Code,Security Group Code,Issuer Full Name,Product Description,Last Price($),Business Date,Year,Company Name,Sub-Industry,Splits,Dividends
OVL,EQY,ORO VERDE LIMITED                                           ,ORDINARY            ,0.003,20180629,2018,,,1.0,0.0
OVN,EQY,OVENTUS MEDICAL LIMITED                                     ,ORDINARY            ,0.325,20180629,2018,,,1.0,0.0
OXX,EQY,OCTANEX LIMITED                                             ,ORDINARY            ,0.014,20180629,2018,,,1.0,0.0
OZF,EQY,SPDR S&P/ASX 200 FINANCIALS EX A-REIT FUND                  ,ETF UNITS           ,20.13,20180629,2018,SPDR S&P/ASX 200 Financials EX A-Reit Fund ETF,,1.0,0.0
OZG,EQY,OZGROWTH LIMITED                                            ,ORDINARY            ,0.18,20180629,2018,,,1.0,0.0
OZL,EQY,OZ MINERALS LIMITED                                         ,ORDINARY            ,9.42,20180629,2018,,,1.0,0.0
OZR,EQY,SPDR S&P/ASX 200 RESOURCES FUND                             ,ETF UNITS           ,11.09,20180629,2018,SPDR S&P/ASX 200 Resources Fund ETF,,1.0,0.0
P2P,EQY,P2P TRANSPORT LIMITED                                       ,ORDINARY            ,1.13,20180629,2018,,,1.0,0.0
PAA,EQY,PHARMAUST LIMITED                                           ,ORDINARY            ,0.041,20180629,2018,Pharmaust Limited Ordinary,Pharmaceuticals,1.0,1.2
PAB,EQY,PATRYS LIMITED                                              ,ORDINARY            ,0.057,20180629,2018,Patrys Limited Ordinary,Biotechnology & Medical Research,1.0,0.0
PAC,EQY,PACIFIC CURRENT GROUP LIMITED                               ,ORDINARY            ,6.56,20180629,2018,Pacific Current Group Limited Ordinary,Investment Management & Fund Operators,1.0,5.11
PAF,EQY,PM CAPITAL ASIAN OPPORTUNITIES FUND LIMITED                 ,ORDINARY            ,1.13,20180629,2018,,,1.0,0.0
PAI,EQY,PLATINUM ASIA INVESTMENTS LIMITED                           ,ORDINARY            ,1.26,20180629,2018,Platinum Asia Investments Limited Ordinary,Investment Management & Fund Operators,1.0,0.0
PAK,EQY,PACIFIC AMERICAN COAL LIMITED                               ,ORDINARY            ,0.051,20180629,2018,,,1.0,0.45
PAN,EQY,PANORAMIC RESOURCES LIMITED                                 ,ORDINARY            ,0.62,20180629,2018,Panoramic Resources Limited Ordinary,Integrated  Mining,1.0,0.0
PAR,EQY,PARADIGM BIOPHARMACEUTICALS LIMITED..                       ,ORDINARY            ,0.65,20180629,2018,Paradigm Biopharmaceuticals Limited. Ordinary,Biotechnology & Medical Research,1.0,0.0
PAXX,EQY,PLATINUM ASIA FUND (QUOTED MANAGED HEDGE FUND)              ,TMF UNITS           ,4.49,20180629,2018,Platinum Asia Fund (Quoted Managed Hedge Fund) ETF,,1.0,0.0
PBP,EQY,PROBIOTEC LIMITED                                           ,ORDINARY            ,1.15,20180628,2018,Probiotec Limited Ordinary,Pharmaceuticals,1.0,0.51
PBT,EQY,PRANA BIOTECHNOLOGY LIMITED                                 ,ORDINARY            ,0.044,20180629,2018,,,1.0,0.65
PBX,EQY,PACIFIC BAUXITE LIMITED                                     ,ORDINARY            ,0.016,20180629,2018,,,1.0,0.0
PC1,EQY,PLUS CONNECT LIMITED                                        ,ORDINARY            ,0.015,20170421,2018,,,1.0,0.0
PCG,EQY,PENGANA CAPITAL GROUP LIMITED                               ,ORDINARY            ,3.42,20180629,2018,Pengana Capital Group Limited Ordinary,Investment Management & Fund Operators,1.0,0.0
PCH,EQY,PROPERTY CONNECT HOLDINGS LIMITED                           ,ORDINARY            ,0.002,20180629,2018,,,1.0,5.14
PCK,EQY,PAINCHEK LTD                                                ,ORDINARY            ,0.056,20180629,2018,Painchek Ltd Ordinary,Software,1.0,0.0
PCL,EQY,PANCONTINENTAL OIL & GAS NL                                 ,ORDINARY            ,0.004,20180629,2018,Pancontinental Energy NL Ordinary,Oil & Gas Exploration and Production,1.0,0.0
PDF,EQY,PACIFIC DAIRIES LIMITED                                     ,ORDINARY            ,0.029,20160516,2018,,,1.0,0.0
PDI,EQY,PREDICTIVE DISCOVERY LIMITED                                ,ORDINARY            ,0.021,20180629,2018,Predictive Discovery Limited Ordinary,Gold,1.0,0.0
PDL,EQY,PENDAL GROUP LIMITED                                        ,ORDINARY            ,9.91,20180629,2018,,,1.0,0.0
PDN,EQY,PALADIN ENERGY LTD                                          ,ORDINARY            ,0.175,20180629,2018,Paladin Energy Ltd Ordinary,Uranium,1.0,0.61
PDZ,EQY,PRAIRIE MINING LIMITED                                      ,ORDINARY            ,0.47,20180629,2018,,,1.0,0.0
PEA,EQY,PACIFIC ENERGY LIMITED                                      ,ORDINARY            ,0.59,20180629,2018,,,1.0,0.0
PEC,EQY,PERPETUAL RESOURCES LIMITED                                 ,ORDINARY            ,0.02,20180627,2018,Perpetual Resources Limited Ordinary,Construction Materials,1.0,0.0
PEK,EQY,PEAK RESOURCES LIMITED                                      ,ORDINARY            ,0.036,20180629,2018,Peak Rare Earths Limited Ordinary,Precious Metals & Minerals,1.0,0.0
PEL,EQY,PELICAN RESOURCES LIMITED                                   ,ORDINARY            ,0.02,20180629,2018,,,1.0,0.0
PEN,EQY,PENINSULA ENERGY LIMITED                                    ,ORDINARY            ,0.235,20180629,2018,Peninsula Energy Limited Ordinary,Uranium,1.0,0.0
PEX,EQY,PEEL MINING LIMITED                                         ,ORDINARY            ,0.475,20180629,2018,Peel Mining Limited Ordinary,Integrated  Mining,1.0,1.4000000000000001
PFG,EQY,PRIME FINANCIAL GROUP LIMITED                               ,ORDINARY            ,0.125,20180629,2018,Prime Financial Group Limited Ordinary,Business Support Services,1.0,2.1
PFP,EQY,PROPEL FUNERAL PARTNERS LIMITED                             ,ORDINARY            ,2.85,20180629,2018,Propel Funeral Partners Limited Ordinary,Personal Services,1.0,0.0
PG1,EQY,PEARL GLOBAL LIMITED                                        ,ORDINARY            ,0.22,20180628,2018,,,1.0,0.0
PGC,EQY,PARAGON CARE LIMITED                                        ,ORDINARY            ,0.825,20180629,2018,Paragon Care Limited Ordinary,"Medical Equipment, Supplies & Dist'n",1.0,0.2
PGF,EQY,PM CAPITAL GLOBAL OPPORTUNITIES FUND LIMITED                ,ORDINARY            ,1.33,20180629,2018,PM Capital Global Opportunities Fund Limited Ordinary,Investment Management & Fund Operators,1.0,0.99
PGH,EQY,PACT GROUP HOLDINGS LTD                                     ,ORDINARY            ,5.27,20180629,2018,Pact Group Holdings Ltd Ordinary,Non-Paper Containers & Packaging,1.0,0.0
PGI,EQY,PANTERRA GOLD LIMITED                                       ,ORDINARY            ,0.027,20180629,2018,,,1.0,0.0
PGM,EQY,PLATINA RESOURCES LIMITED                                   ,ORDINARY            ,0.085,20180629,2018,Platina Resources Limited Ordinary,Integrated  Mining,1.0,0.0
PGR,EQY,THE PAS GROUP LIMITED                                       ,ORDINARY            ,0.3,20180629,2018,,,1.0,1.12
PGS,EQY,PLANET GAS LIMITED                                          ,ORDINARY            ,0.003,20180629,2018,,,1.0,0.0
PGY,EQY,PILOT ENERGY LIMITED                                        ,ORDINARY            ,0.021,20180629,2018,Pilot Energy Limited Ordinary,Integrated Oil & Gas,1.0,0.0
PHI,EQY,PHILEO AUSTRALIA LIMITED                                    ,ORDINARY            ,13.28,20180626,2018,,,1.0,1.19556
PHK,EQY,PHOSLOCK WATER SOLUTIONS LIMITED                            ,ORDINARY            ,0.4,20180629,2018,,,1.0,0.0
PIA,EQY,PENGANA INTERNATIONAL EQUITIES LIMITED                      ,ORDINARY            ,1.16,20180629,2018,Pengana International Equities Limited Ordinary,Investment Management & Fund Operators,1.0,0.0
PIC,EQY,PERPETUAL EQUITY INVESTMENT COMPANY LIMITED                 ,ORDINARY            ,1.17,20180629,2018,Perpetual Equity Investment Company Limited Ordinary,Investment Management & Fund Operators,1.0,0.0
PIL,EQY,PEPPERMINT INNOVATION LIMITED                               ,ORDINARY            ,0.025,20180629,2018,Peppermint Innovation Limited Ordinary,Software,1.0,0.0
PIO,EQY,PIONEER RESOURCES LIMITED                                   ,ORDINARY            ,0.019,20180629,2018,,,1.0,0.47000000000000003
PIQ,EQY,PROTEOMICS INTERNATIONAL LABORATORIES LTD                   ,ORDINARY            ,0.2,20180629,2018,Proteomics International Laboratories Ltd Ordinary,Biotechnology & Medical Research,1.0,0.0
PIXX,EQY,PLATINUM INTERNATIONAL FUND (QUOTED MANAGED HEDGE FUND)     ,TMF UNITS           ,4.81,20180629,2018,Platinum International Fund (Quoted Managed Hedge Fund) ETF,,1.0,0.0
PKA,EQY,PLUKKA LIMITED                                              ,ORDINARY            ,0.009,20180627,2018,,,1.0,0.0
PKD,EQY,PARKD LTD                                                   ,ORDINARY            ,0.175,20180627,2018,Parkd Ltd Ordinary,Construction & Engineering,1.07,0.0
PKO,EQY,PEAKO LIMITED                                               ,ORDINARY            ,0.016,20180629,2018,Peako Limited Ordinary,Specialty Mining & Metals,1.0,0.0
PL8,EQY,PLATO INCOME MAXIMISER LIMITED.                             ,ORDINARY            ,1.025,20180629,2018,Plato Income Maximiser Limited Ordinary,Investment Management & Fund Operators,1.0,0.0
PLC,EQY,PLC FINANCIAL SOLUTIONS LIMITED                             ,ORDINARY            ,0.016,20180614,2018,Premier1 Lithium Limited Ordinary,Mining Support Services & Equipment,1.0,0.0
