ASX Code,Security Group Code,Issuer Full Name,Product Description,Last Price($),Business Date,Year
GLE,EQY,GLG CORP LTD                                                ,ORDINARY            ,0.265,20220627,2022
GLH,EQY,GLOBAL HEALTH LIMITED                                       ,ORDINARY            ,0.23,20220628,2022
GLL,EQY,GALILEE ENERGY LIMITED                                      ,ORDINARY            ,0.31,20220630,2022
GLN,EQY,GALAN LITHIUM LIMITED                                       ,ORDINARY            ,1.09,20220630,2022
GLV,EQY,GLOBAL OIL & GAS LIMITED                                    ,ORDINARY            ,0.003,20220630,2022
GMA,EQY,GENWORTH MORTGAGE INSURANCE AUSTRALIA LIMITED               ,ORDINARY            ,2.3,20220630,2022
GMD,EQY,GENESIS MINERALS LIMITED                                    ,ORDINARY            ,1.265,20220630,2022
GME,EQY,GME RESOURCES LIMITED                                       ,ORDINARY            ,0.093,20220629,2022
GML,EQY,GATEWAY MINING LIMITED                                      ,ORDINARY            ,0.008,20220630,2022
GMN,EQY,GOLD MOUNTAIN LIMITED                                       ,ORDINARY            ,0.005,20220630,2022
GMR,EQY,GOLDEN RIM RESOURCES LTD                                    ,ORDINARY            ,0.064,20220630,2022
GNC,EQY,GRAINCORP LIMITED                                           ,A CLASS ORDINARY    ,9.51,20220630,2022
GNE,EQY,GENESIS ENERGY LIMITED                                      ,ORD FOR. EXEMPT NZX ,2.42,20220630,2022
GNG,EQY,GR ENGINEERING SERVICES LIMITED                             ,ORDINARY            ,1.94,20220630,2022
GNM,EQY,GREAT NORTHERN MINERALS LIMITED                             ,ORDINARY            ,0.004,20220630,2022
GNP,EQY,GENUSPLUS GROUP LTD                                         ,ORDINARY            ,1.27,20220630,2022
GNX,EQY,GENEX POWER LIMITED                                         ,ORDINARY            ,0.115,20220630,2022
GO2,EQY,THE GO2 PEOPLE LTD                                          ,ORDINARY            ,0.01,20220630,2022
GOR,EQY,GOLD ROAD RESOURCES LIMITED                                 ,ORDINARY            ,1.13,20220630,2022
GOW,EQY,GOWING BROS LIMITED                                         ,ORDINARY            ,2.6,20220630,2022
GPR,EQY,GEOPACIFIC RESOURCES LTD                                    ,ORDINARY            ,0.08,20220630,2022
GPS,EQY,GPS ALLIANCE HOLDINGS LIMITED                               ,ORDINARY            ,0.041,20210708,2022
GQG,EQY,GQG PARTNERS INC.                                           ,CDI1:1 USPROHEXCLQIB,1.46,20220630,2022
GRE,EQY,GREENTECH METALS LIMITED                                    ,ORDINARY            ,0.26,20220630,2022
GRL,EQY,GODOLPHIN RESOURCES LIMITED                                 ,ORDINARY            ,0.087,20220630,2022
GRR,EQY,GRANGE RESOURCES LIMITED.                                   ,ORDINARY            ,1.265,20220630,2022
GRV,EQY,GREENVALE MINING LTD                                        ,ORDINARY            ,0.165,20220630,2022
GRX,EQY,GREENX METALS LIMITED                                       ,ORDINARY            ,0.185,20220629,2022
GSM,EQY,GOLDEN STATE MINING LIMITED                                 ,ORDINARY            ,0.04,20220630,2022
GSN,EQY,GREAT SOUTHERN MINING LIMITED                               ,ORDINARY            ,0.0395,20220630,2022
GSR,EQY,GREENSTONE RESOURCES LIMITED                                ,ORDINARY            ,0.041,20220630,2022
GSS,EQY,GENETIC SIGNATURES LIMITED                                  ,ORDINARY            ,1.16,20220630,2022
GT1,EQY,GREEN TECHNOLOGY METALS LIMITED                             ,ORDINARY            ,0.63,20220630,2022
GTE,EQY,GREAT WESTERN EXPLORATION LIMITED.                          ,ORDINARY            ,0.073,20220630,2022
GTG,EQY,GENETIC TECHNOLOGIES LIMITED                                ,ORDINARY            ,0.003,20220630,2022
GTI,EQY,GRATIFII LIMITED                                            ,ORDINARY            ,0.019,20220630,2022
GTK,EQY,GENTRACK GROUP LIMITED                                      ,ORD FOR.EXEMPT NZX  ,1.3,20220630,2022
GTN,EQY,GTN LIMITED                                                 ,ORDINARY            ,0.395,20220630,2022
GTR,EQY,GTI ENERGY LTD                                              ,ORDINARY            ,0.012,20220630,2022
GUD,EQY,G.U.D. HOLDINGS LIMITED                                     ,ORDINARY            ,7.99,20220630,2022
GUL,EQY,GULLEWA LIMITED                                             ,ORDINARY            ,0.059,20220630,2022
GVF,EQY,GLOBAL VALUE FUND LIMITED                                   ,ORDINARY            ,1.095,20220630,2022
GW1,EQY,GREENWING RESOURCES LTD                                     ,ORDINARY            ,0.2,20220630,2022
GWA,EQY,GWA GROUP LIMITED.                                          ,ORDINARY            ,1.965,20220630,2022
GWR,EQY,GWR GROUP LIMITED                                           ,ORDINARY            ,0.09,20220630,2022
HAL,EQY,HALO TECHNOLOGIES HOLDINGS LTD                              ,ORDINARY            ,0.235,20220630,2022
HAR,EQY,HARANGA RESOURCES LIMITED.                                  ,ORDINARY            ,0.15,20220630,2022
HASDA,EQY,HASTINGS TECHNOLOGY METALS LTD                              ,DEFERRED SETTLEMENT ,3.96,20220630,2022
HAV,EQY,HAVILAH RESOURCES LIMITED                                   ,ORDINARY            ,0.24,20220630,2022
HAW,EQY,HAWTHORN RESOURCES LIMITED                                  ,ORDINARY            ,0.083,20220630,2022
HCD,EQY,HYDROCARBON DYNAMICS LIMITED                                ,ORDINARY            ,0.016,20220630,2022
HCH,EQY,HOT CHILI LIMITED                                           ,ORDINARY            ,0.75,20220630,2022
HCT,EQY,HOLISTA COLLTECH LIMITED                                    ,ORDINARY            ,0.031,20220630,2022
HE8,EQY,HELIOS ENERGY LTD                                           ,ORDINARY            ,0.084,20220630,2022
HFR,EQY,HIGHFIELD RESOURCES LIMITED                                 ,ORDINARY            ,0.9,20220630,2022
HFY,EQY,HUBIFY LIMITED                                              ,ORDINARY            ,0.039,20220630,2022
HGH,EQY,HEARTLAND GROUP HOLDINGS LIMITED                            ,ORD FOR.EXEMPT NZX  ,1.71,20220620,2022
HGL,EQY,HUDSON INVESTMENT GROUP LIMITED                             ,ORDINARY            ,0.335,20220624,2022
HGO,EQY,HILLGROVE RESOURCES LIMITED                                 ,ORDINARY            ,0.057,20220630,2022
HGV,EQY,HYGROVEST LIMITED                                           ,ORDINARY            ,0.064,20220630,2022
HHI,EQY,HEALTH HOUSE INTERNATIONAL LIMITED                          ,ORDINARY            ,0.013,20220617,2022
HHR,EQY,HARTSHEAD RESOURCES NL                                      ,ORDINARY            ,0.025,20220630,2022
HIL,EQY,HILLS LIMITED                                               ,ORDINARY            ,0.07,20220630,2022
HIO,EQY,HAWSONS IRON LTD                                            ,ORDINARY            ,0.5,20220630,2022
HIQ,EQY,HITIQ LIMITED                                               ,ORDINARY            ,0.04,20220630,2022
HIT,EQY,HITECH GROUP AUSTRALIA LIMITED                              ,ORDINARY            ,1.87,20220628,2022
HLA,EQY,HEALTHIA LIMITED                                            ,ORDINARY            ,1.405,20220630,2022
HLF,EQY,HALO FOOD CO. LIMITED                                       ,ORDINARY            ,0.049,20220630,2022
HLO,EQY,HELLOWORLD TRAVEL LIMITED                                   ,ORDINARY            ,1.69,20220630,2022
HLS,EQY,HEALIUS LIMITED                                             ,ORDINARY            ,3.67,20220630,2022
HLX,EQY,HELIX RESOURCES LIMITED                                     ,ORDINARY            ,0.007,20220630,2022
HM1,EQY,HEARTS AND MINDS INVESTMENTS LIMITED                        ,ORDINARY            ,2.02,20220630,2022
HMC,EQY,HOME CONSORTIUM LIMITED                                     ,ORDINARY            ,4.51,20220630,2022
HMD,EQY,HERAMED LIMITED                                             ,ORDINARY            ,0.097,20220630,2022
HMG,EQY,HAMELIN GOLD LIMITED                                        ,ORDINARY            ,0.105,20220630,2022
HMI,EQY,HIREMII LIMITED                                             ,ORDINARY            ,0.042,20220630,2022
HMX,EQY,HAMMER METALS LIMITED                                       ,ORDINARY            ,0.045,20220630,2022
HMY,EQY,HARMONEY CORP LIMITED                                       ,ORDINARY            ,0.71,20220630,2022
HNG,EQY,HANCOCK & GORE LTD                                          ,ORDINARY            ,0.275,20220629,2022
HNR,EQY,HANNANS LTD                                                 ,ORDINARY            ,0.022,20220602,2022
HOR,EQY,HORSESHOE METALS LIMITED                                    ,ORDINARY            ,0.023,20220630,2022
HPC,EQY,THE HYDRATION PHARMACEUTICALS COMPANY LIMITED               ,ORDINARY            ,0.13,20220630,2022
HPG,EQY,HIPAGES GROUP HOLDINGS LTD                                  ,ORDINARY            ,0.99,20220630,2022
HPP,EQY,HEALTH AND PLANT PROTEIN GROUP LIMITED                      ,ORDINARY            ,0.07,20220630,2022
HPR,EQY,HIGH PEAK ROYALTIES LIMITED                                 ,ORDINARY            ,0.07,20220630,2022
HRL,EQY,HRL HOLDINGS LTD                                            ,ORDINARY            ,0.16,20220630,2022
HRN,EQY,HORIZON GOLD LIMITED                                        ,ORDINARY            ,0.35,20220630,2022
HRZ,EQY,HORIZON MINERALS LIMITED                                    ,ORDINARY            ,0.067,20220630,2022
HSC,EQY,HSC TECHNOLOGY GROUP LTD                                    ,ORDINARY            ,0.009,20220630,2022
HSN,EQY,HANSEN TECHNOLOGIES LIMITED                                 ,ORDINARY            ,5.2,20220630,2022
HT1,EQY,HT&E LIMITED                                                ,ORDINARY            ,1.12,20220630,2022
HT8,EQY,HARRIS TECHNOLOGY GROUP LIMITED                             ,ORDINARY            ,0.03,20220630,2022
HTA,EQY,HUTCHISON TELECOMMUNICATIONS (AUSTRALIA) LIMITED            ,ORDINARY            ,0.07,20220630,2022
HTG,EQY,HARVEST TECHNOLOGY GROUP LTD                                ,ORDINARY            ,0.09,20220630,2022
HUB,EQY,HUB24 LIMITED                                               ,ORDINARY            ,20.27,20220630,2022
HUM,EQY,HUMM GROUP LIMITED                                          ,ORDINARY            ,0.41,20220630,2022
HVM,EQY,HAPPY VALLEY NUTRITION LIMITED                              ,ORDINARY            ,0.038,20220630,2022
HVN,EQY,HARVEY NORMAN HOLDINGS LIMITED                              ,ORDINARY            ,3.71,20220630,2022
HVY,EQY,HEAVY MINERALS LIMITED                                      ,ORDINARY            ,0.1875,20220630,2022
HXG,EQY,HEXAGON ENERGY MATERIALS LIMITED                            ,ORDINARY            ,0.017,20220630,2022
HXL,EQY,HEXIMA LIMITED.                                             ,ORDINARY            ,0.03,20220630,2022
HYD,EQY,HYDRIX LIMITED                                              ,ORDINARY            ,0.074,20220630,2022
HZN,EQY,HORIZON OIL LIMITED                                         ,ORDINARY            ,0.135,20220630,2022
HZR,EQY,HAZER GROUP LIMITED                                         ,ORDINARY            ,0.76,20220630,2022
IAG,EQY,INSURANCE AUSTRALIA GROUP LIMITED                           ,ORDINARY            ,4.36,20220630,2022
IAM,EQY,INCOME ASSET MANAGEMENT GROUP LIMITED.                      ,ORDINARY            ,0.155,20220630,2022
IBC,EQY,IRONBARK CAPITAL LIMITED                                    ,ORDINARY            ,0.485,20220628,2022
IBG,EQY,IRONBARK ZINC LTD                                           ,ORDINARY            ,0.025,20220630,2022
IBX,EQY,IMAGION BIOSYSTEMS LIMITED                                  ,ORDINARY            ,0.027,20220630,2022
ICE,EQY,ICETANA LIMITED                                             ,ORDINARY            ,0.018,20220630,2022
ICG,EQY,INCA MINERALS LIMITED                                       ,ORDINARY            ,0.081,20220630,2022
ICI,EQY,ICANDY INTERACTIVE LIMITED                                  ,ORDINARY            ,0.07,20220630,2022
ICL,EQY,ICENI GOLD LIMITED                                          ,ORDINARY            ,0.09,20220630,2022
ICN,EQY,ICON ENERGY LIMITED                                         ,ORDINARY            ,0.014,20220630,2022
ICR,EQY,INTELICARE HOLDINGS LIMITED                                 ,ORDINARY            ,0.04,20220630,2022
ICS,EQY,ICSGLOBAL LIMITED                                           ,ORDINARY            ,2.19,20210618,2022
ICT,EQY,ICOLLEGE LIMITED                                            ,ORDINARY            ,0.13,20220630,2022
ID8,EQY,IDENTITII LIMITED                                           ,ORDINARY            ,0.049,20220630,2022
IDA,EQY,INDIANA RESOURCES LIMITED                                   ,ORDINARY            ,0.055,20220630,2022
IDT,EQY,IDT AUSTRALIA LIMITED                                       ,ORDINARY            ,0.115,20220630,2022
IDX,EQY,INTEGRAL DIAGNOSTICS LIMITED                                ,ORDINARY            ,3.03,20220630,2022
IEC,EQY,INTRA ENERGY CORPORATION LIMITED                            ,ORDINARY            ,0.008,20220630,2022
IEL,EQY,IDP EDUCATION LIMITED                                       ,ORDINARY            ,23.82,20220630,2022
IEQ,EQY,INTERNATIONAL EQUITIES CORPORATION LIMITED.                 ,ORDINARY            ,0.036,20181025,2022
IFL,EQY,INSIGNIA FINANCIAL LTD                                      ,ORDINARY            ,2.69,20220630,2022
IFM,EQY,INFOMEDIA LTD                                               ,ORDINARY            ,1.67,20220630,2022
IFT,EQY,INFRATIL LIMITED.                                           ,ORD FOR.EXEMPT NZX  ,7.05,20220630,2022
IG6,EQY,INTERNATIONAL GRAPHITE LIMITED                              ,ORDINARY            ,0.32,20220630,2022
IGL,EQY,IVE GROUP LIMITED                                           ,ORDINARY            ,1.72,20220630,2022
IGN,EQY,IGNITE LIMITED                                              ,ORDINARY            ,0.094,20220630,2022
IGO,EQY,IGO LIMITED                                                 ,ORDINARY            ,9.94,20220630,2022
IHL,EQY,INCANNEX HEALTHCARE LIMITED                                 ,ORDINARY            ,0.21,20220630,2022
IHR,EQY,INTELLIHR LIMITED                                           ,ORDINARY            ,0.056,20220630,2022
IIQ,EQY,INOVIQ LTD                                                  ,ORDINARY            ,0.39,20220630,2022
IKE,EQY,IKEGPS GROUP LIMITED                                        ,ORD FOR. EXEMPT NZX ,0.63,20220630,2022
IKW,EQY,IKWEZI MINING LIMITED                                       ,ORDINARY            ,1.7,20220630,2022
ILA,EQY,ISLAND PHARMACEUTICALS LIMITED                              ,ORDINARY            ,0.145,20220630,2022
ILU,EQY,ILUKA RESOURCES LIMITED                                     ,ORDINARY            ,9.44,20220630,2022
IMA,EQY,IMAGE RESOURCES NL                                          ,ORDINARY            ,0.185,20220630,2022
IMB,EQY,INTELLIGENT MONITORING GROUP LIMITED                        ,ORDINARY            ,0.084,20220630,2022
IMC,EQY,IMMURON LIMITED                                             ,ORDINARY            ,0.079,20220630,2022
IMD,EQY,IMDEX LIMITED                                               ,ORDINARY            ,1.845,20220630,2022
IME,EQY,IMEXHS LIMITED                                              ,ORDINARY            ,0.45,20220630,2022
IMI,EQY,INFINITY MINING LIMITED                                     ,ORDINARY            ,0.14,20220630,2022
IMM,EQY,IMMUTEP LIMITED                                             ,ORDINARY            ,0.29,20220630,2022
IMR,EQY,IMRICOR MEDICAL SYSTEMS INC.                                ,CDI1:1 USPROHEXCLQIB,0.245,20220630,2022
IMU,EQY,IMUGENE LIMITED                                             ,ORDINARY            ,0.18,20220630,2022
IND,EQY,INDUSTRIAL MINERALS LTD                                     ,ORDINARY            ,0.31,20220630,2022
INF,EQY,INFINITY LITHIUM CORPORATION LIMITED                        ,ORDINARY            ,0.12,20220630,2022
ING,EQY,INGHAMS GROUP LIMITED                                       ,ORDINARY            ,2.58,20220630,2022
INL,EQY,INNLANZ LIMITED                                             ,ORDINARY            ,0.059,20220630,2022
INP,EQY,INCENTIAPAY LIMITED                                         ,ORDINARY            ,0.007,20220630,2022
INR,EQY,IONEER LTD                                                  ,ORDINARY            ,0.41,20220630,2022
INV,EQY,INVESTSMART GROUP LIMITED                                   ,ORDINARY            ,0.24,20220630,2022
IOD,EQY,IODM LIMITED                                                ,ORDINARY            ,0.245,20220630,2022
IOU,EQY,IOUPAY LIMITED                                              ,ORDINARY            ,0.042,20220630,2022
IPB,EQY,IPB PETROLEUM LIMITED                                       ,ORDINARY            ,0.009,20220630,2022
IPC,EQY,IMPERIAL PACIFIC LIMITED                                    ,ORDINARY            ,1.42,20220622,2022
IPD,EQY,IMPEDIMED LIMITED                                           ,ORDINARY            ,0.061,20220630,2022
IPG,EQY,IPD GROUP LTD                                               ,ORDINARY            ,1.62,20220630,2022
IPH,EQY,IPH LIMITED                                                 ,ORDINARY            ,8.16,20220630,2022
IPL,EQY,INCITEC PIVOT LIMITED                                       ,ORDINARY            ,3.31,20220630,2022
IPT,EQY,IMPACT MINERALS LIMITED                                     ,ORDINARY            ,0.007,20220630,2022
IPX,EQY,IPERIONX LIMITED                                            ,ORDINARY            ,0.82,20220630,2022
IQ3,EQY,IQ3CORP LIMITED                                             ,ORDINARY            ,0.089,20220221,2022
IR1,EQY,IRIS METALS LIMITED                                         ,ORDINARY            ,0.25,20220630,2022
IRD,EQY,IRON ROAD LIMITED                                           ,ORDINARY            ,0.145,20220630,2022
IRE,EQY,IRESS LIMITED                                               ,ORDINARY            ,11.51,20220630,2022
IRI,EQY,INTEGRATED RESEARCH LIMITED                                 ,ORDINARY            ,0.42,20220630,2022
IRX,EQY,INHALERX LIMITED                                            ,ORDINARY            ,0.073,20220622,2022
IS3,EQY,I SYNERGY GROUP LIMITED                                     ,ORDINARY            ,0.033,20220630,2022
ISU,EQY,ISELECT LIMITED.                                            ,ORDINARY            ,0.135,20220630,2022
ITM,EQY,ITECH MINERALS LTD                                          ,ORDINARY            ,0.31,20220630,2022
IVC,EQY,INVOCARE LIMITED                                            ,ORDINARY            ,10.46,20220630,2022
IVO,EQY,INVIGOR GROUP LIMITED                                       ,ORDINARY            ,0.018,20220630,2022
IVR,EQY,INVESTIGATOR RESOURCES LTD                                  ,ORDINARY            ,0.037,20220630,2022
IVT,EQY,INVENTIS LIMITED                                            ,ORDINARY            ,0.081,20220629,2022
IVX,EQY,INVION LIMITED                                              ,ORDINARY            ,0.009,20220630,2022
IVZ,EQY,INVICTUS ENERGY LTD                                         ,ORDINARY            ,0.175,20220630,2022
IXC,EQY,INVEX THERAPEUTICS LTD                                      ,ORDINARY            ,0.495,20220630,2022
IXR,EQY,IONIC RARE EARTHS LIMITED                                   ,ORDINARY            ,0.039,20220630,2022
IXU,EQY,IXUP LIMITED                                                ,ORDINARY            ,0.045,20220630,2022
JAL,EQY,JAMESON RESOURCES LIMITED                                   ,ORDINARY            ,0.07,20220628,2022
JAN,EQY,JANISON EDUCATION GROUP LIMITED                             ,ORDINARY            ,0.425,20220630,2022
JAT,EQY,JATCORP LIMITED                                             ,ORDINARY            ,0.013,20220630,2022
JAV,EQY,JAVELIN MINERALS LIMITED                                    ,ORDINARY            ,0.001,20220630,2022
JAY,EQY,JAYRIDE GROUP LIMITED                                       ,ORDINARY            ,0.135,20220630,2022
JBH,EQY,JB HI-FI LIMITED                                            ,ORDINARY            ,38.46,20220630,2022
JCS,EQY,JCURVE SOLUTIONS LTD                                        ,ORDINARY            ,0.061,20220629,2022
JDO,EQY,JUDO CAPITAL HOLDINGS LIMITED                               ,ORDINARY            ,1.205,20220630,2022
JGH,EQY,JADE GAS HOLDINGS LIMITED                                   ,ORDINARY            ,0.05,20220630,2022
JHG,EQY,JANUS HENDERSON GROUP PLC                                   ,CDI 1:1             ,33.49,20220630,2022
JHX,EQY,JAMES HARDIE INDUSTRIES PLC                                 ,CHESS DEPOSITARY INT,31.77,20220630,2022
JIN,EQY,JUMBO INTERACTIVE LIMITED                                   ,ORDINARY            ,14.22,20220630,2022
JLG,EQY,JOHNS LYNG GROUP LIMITED                                    ,ORDINARY            ,5.74,20220630,2022
JMS,EQY,JUPITER MINES LIMITED.                                      ,ORDINARY            ,0.195,20220630,2022
JNO,EQY,JUNO MINERALS LIMITED                                       ,ORDINARY            ,0.115,20220630,2022
JPR,EQY,JUPITER ENERGY LIMITED                                      ,ORDINARY            ,0.02,20220630,2022
JRL,EQY,JINDALEE RESOURCES LIMITED                                  ,ORDINARY            ,2.99,20220630,2022
JRV,EQY,JERVOIS GLOBAL LIMITED                                      ,ORDINARY            ,0.53,20220630,2022
JTL,EQY,JAYEX TECHNOLOGY LIMITED                                    ,ORDINARY            ,0.005,20220629,2022
JXT,EQY,JAXSTA LTD                                                  ,ORDINARY            ,0.022,20220630,2022
JYC,EQY,JOYCE CORPORATION LTD                                       ,ORDINARY            ,2.4,20220630,2022
K2F,EQY,K2FLY LIMITED                                               ,ORDINARY            ,0.15,20220630,2022
KAI,EQY,KAIROS MINERALS LIMITED                                     ,ORDINARY            ,0.017,20220630,2022
KAL,EQY,KALGOORLIE GOLD MINING LIMITED                              ,ORDINARY            ,0.097,20220630,2022
KAM,EQY,K2 ASSET MANAGEMENT HOLDINGS LTD                            ,ORDINARY            ,0.05,20220629,2022
KAR,EQY,KAROON ENERGY LTD                                           ,ORDINARY            ,1.74,20220630,2022
KAT,EQY,KATANA CAPITAL LIMITED                                      ,ORDINARY            ,1.13,20220628,2022
KAU,EQY,KAISER REEF LIMITED                                         ,ORDINARY            ,0.15,20220630,2022
KBC,EQY,KEYBRIDGE CAPITAL LIMITED                                   ,ORDINARY            ,0.072,20220630,2022
KCC,EQY,KINCORA COPPER LIMITED                                      ,CDI 1:1             ,0.053,20220630,2022
KCN,EQY,KINGSGATE CONSOLIDATED LIMITED.                             ,ORDINARY            ,1.33,20220630,2022
KED,EQY,KEYPATH EDUCATION INTERNATIONAL INC.                        ,CDI1:1 USPROHEXCLQIB,1.1,20220630,2022
KEY,EQY,KEY PETROLEUM LIMITED                                       ,ORDINARY            ,0.002,20220630,2022
KFE,EQY,KOGI IRON LIMITED                                           ,ORDINARY            ,0.003,20220630,2022
KFM,EQY,KINGFISHER MINING LTD                                       ,ORDINARY            ,0.26,20220629,2022
KGD,EQY,KULA GOLD LIMITED                                           ,ORDINARY            ,0.022,20220630,2022
KGL,EQY,KGL RESOURCES LIMITED                                       ,ORDINARY            ,0.195,20220630,2022
KGM,EQY,KALNORTH GOLD MINES LIMITED                                 ,ORDINARY            ,0.013,20200812,2022
KGN,EQY,KOGAN.COM LTD                                               ,ORDINARY            ,2.78,20220630,2022
KIL,EQY,KILAND LTD                                                  ,ORDINARY            ,1.2625,20220630,2022
KIN,EQY,KIN MINING NL                                               ,ORDINARY            ,0.067,20220630,2022
KKO,EQY,KINETIKO ENERGY LTD                                         ,ORDINARY            ,0.066,20220630,2022
KLI,EQY,KILLI RESOURCES LIMITED                                     ,ORDINARY            ,0.165,20220628,2022
KLL,EQY,KALIUM LAKES LIMITED                                        ,ORDINARY            ,0.061,20220630,2022
KLO,EQY,KINGSLAND GLOBAL LTD                                        ,CDI 1:1             ,0.03,20211222,2022
KLR,EQY,KAILI RESOURCES LIMITED                                     ,ORDINARY            ,0.014,20220603,2022
KLS,EQY,KELSIAN GROUP LIMITED                                       ,ORDINARY            ,5.7,20220630,2022
KMD,EQY,KMD BRANDS LIMITED                                          ,ORD FOR.EXEMPT NZX  ,0.995,20220630,2022
KME,EQY,KIP MCGRATH EDUCATION CENTRES LIMITED                       ,ORDINARY            ,1,20220630,2022
KMT,EQY,KOPORE METALS LIMITED                                       ,ORDINARY            ,0.032,20220630,2022
KNB,EQY,KOONENBERRY GOLD LIMITED                                    ,ORDINARY            ,0.079,20220628,2022
KNG,EQY,KINGSLAND MINERALS LTD                                      ,ORDINARY            ,0.14,20220630,2022
KNI,EQY,KUNIKO LIMITED                                              ,ORDINARY            ,0.62,20220630,2022
KNM,EQY,KNEOMEDIA LIMITED                                           ,ORDINARY            ,0.026,20220630,2022
KNO,EQY,KNOSYS LIMITED                                              ,ORDINARY            ,0.062,20220630,2022
KOB,EQY,KOBA RESOURCES LIMITED                                      ,ORDINARY            ,0.16,20220630,2022
KOR,EQY,KORAB RESOURCES LIMITED                                     ,ORDINARY            ,0.016,20220630,2022
KOV,EQY,KORVEST LTD                                                 ,ORDINARY            ,7.01,20220630,2022
KP2,EQY,KORE POTASH PLC                                             ,CDI 1:1             ,0.021,20220630,2022
KPG,EQY,KELLY PARTNERS GROUP HOLDINGS LIMITED                       ,ORDINARY            ,3.88,20220630,2022
KPO,EQY,KALINA POWER LIMITED                                        ,ORDINARY            ,0.018,20220630,2022
KRM,EQY,KINGSROSE MINING LIMITED                                    ,ORDINARY            ,0.056,20220630,2022
KRR,EQY,KING RIVER RESOURCES LIMITED                                ,ORDINARY            ,0.02,20220630,2022
KSC,EQY,K & S CORPORATION LIMITED                                   ,ORDINARY            ,1.75,20220630,2022
KSL,EQY,KINA SECURITIES LIMITED                                     ,ORDINARY            ,0.805,20220630,2022
KSN,EQY,KINGSTON RESOURCES LIMITED                                  ,ORDINARY            ,0.081,20220630,2022
KSS,EQY,KLEOS SPACE S.A                                             ,CDI 1:1             ,0.4,20220630,2022
KTA,EQY,KRAKATOA RESOURCES LIMITED                                  ,ORDINARY            ,0.047,20220630,2022
KTG,EQY,K-TIG LIMITED                                               ,ORDINARY            ,0.25,20220630,2022
KWR,EQY,KINGWEST RESOURCES LIMITED                                  ,ORDINARY            ,0.05,20220630,2022
KYK,EQY,KYCKR LIMITED                                               ,ORDINARY            ,0.048,20220630,2022
KZA,EQY,KAZIA THERAPEUTICS LIMITED                                  ,ORDINARY            ,0.615,20220630,2022
KZR,EQY,KALAMAZOO RESOURCES LIMITED                                 ,ORDINARY            ,0.16,20220630,2022
LAM,EQY,LARAMIDE RESOURCES LTD                                      ,CDI 1:1             ,0.54,20220627,2022
LAU,EQY,LINDSAY AUSTRALIA LIMITED                                   ,ORDINARY            ,0.405,20220630,2022
LAW,EQY,LAWFINANCE LIMITED                                          ,ORDINARY            ,0.17,20220629,2022
LBL,EQY,LASERBOND LIMITED                                           ,ORDINARY            ,0.66,20220630,2022
LBT,EQY,LBT INNOVATIONS LIMITED                                     ,ORDINARY            ,0.078,20220630,2022
LBY,EQY,LAYBUY GROUP HOLDINGS LIMITED                               ,ORDINARY            ,0.037,20220630,2022
LCE,EQY,LONDON CITY EQUITIES LIMITED                                ,ORDINARY            ,0.505,20220630,2022
LCL,EQY,LOS CERROS LIMITED                                          ,ORDINARY            ,0.029,20220630,2022
LCT,EQY,LIVING CELL TECHNOLOGIES LIMITED                            ,ORDINARY            ,0.008,20220630,2022
LCY,EQY,LEGACY IRON ORE LIMITED                                     ,ORDINARY            ,0.018,20220630,2022
LDR,EQY,LODE RESOURCES LTD                                          ,ORDINARY            ,0.15,20220630,2022
LDX,EQY,LUMOS DIAGNOSTICS HOLDINGS LIMITED                          ,ORDINARY            ,0.14,20220630,2022
LEG,EQY,LEGEND MINING LIMITED                                       ,ORDINARY            ,0.048,20220630,2022
LEL,EQY,LITHIUM ENERGY LIMITED                                      ,ORDINARY            ,0.64,20220630,2022
LER,EQY,LEAF RESOURCES LTD                                          ,ORDINARY            ,0.079,20211112,2022
LEX,EQY,LEFROY EXPLORATION LIMITED                                  ,ORDINARY            ,0.24,20220630,2022
LFS,EQY,LATITUDE GROUP HOLDINGS LIMITED                             ,ORDINARY            ,1.19,20220630,2022
LGL,EQY,LYNCH GROUP HOLDINGS LIMITED                                ,ORDINARY            ,1.99,20220630,2022
LGM,EQY,LEGACY MINERALS HOLDINGS LIMITED                            ,ORDINARY            ,0.135,20220617,2022
LGP,EQY,LITTLE GREEN PHARMA LTD                                     ,ORDINARY            ,0.225,20220630,2022
LHM,EQY,LAND & HOMES GROUP LIMITED                                  ,ORDINARY            ,0.015,20220614,2022
LIC,EQY,LIFESTYLE COMMUNITIES LIMITED                               ,ORDINARY            ,13.57,20220630,2022
LIN,EQY,LINDIAN RESOURCES LIMITED                                   ,ORDINARY            ,0.12,20220630,2022
LIO,EQY,LION ENERGY LIMITED                                         ,ORDINARY            ,0.033,20220630,2022
LIS,EQY,LI-S ENERGY LIMITED                                         ,ORDINARY            ,0.44,20220630,2022
LIT,EQY,LITHIUM AUSTRALIA LIMITED                                   ,ORDINARY            ,0.051,20220630,2022
LKE,EQY,LAKE RESOURCES N.L.                                         ,ORDINARY            ,0.785,20220630,2022
LKO,EQY,LAKES BLUE ENERGY NL                                        ,ORDINARY            ,0.001,20220630,2022
LKY,EQY,LOCKSLEY RESOURCES LIMITED                                  ,ORDINARY            ,0.105,20220629,2022
LLL,EQY,LEO LITHIUM LIMITED                                         ,ORDINARY            ,0.555,20220630,2022
LLO,EQY,LION ONE METALS LIMITED                                     ,CDI 1:1             ,1.51,20220630,2022
